1.0000000e+00   0.0000000e+00   1.0000000e+00
1.0000000e+00  -5.0237729e-05   1.0000000e+00
9.9999999e-01  -1.0047546e-04   1.0000000e+00
9.9999999e-01  -1.5071319e-04   1.0000000e+00
9.9999998e-01  -2.0095091e-04   1.0000000e+00
9.9999990e-01  -4.5213954e-04   1.0000000e+00
9.9999975e-01  -7.0332814e-04   1.0000000e+00
9.9999954e-01  -9.5451670e-04   1.0000000e+00
9.9999927e-01  -1.2057052e-03   1.0000000e+00
9.9999697e-01  -2.4616462e-03   1.0000000e+00
9.9999309e-01  -3.7175834e-03   1.0000000e+00
9.9998763e-01  -4.9735146e-03   1.0000000e+00
9.9998060e-01  -6.2294381e-03   1.0000000e+00
9.9992176e-01  -1.2508868e-02   1.0000000e+00
9.9982349e-01  -1.8787805e-02   1.0000000e+00
9.9968580e-01  -2.5066001e-02   1.0000000e+00
9.9950868e-01  -3.1343208e-02   1.0000000e+00
9.9803206e-01  -6.2705760e-02   1.0000000e+00
9.9557158e-01  -9.4006491e-02   1.0000000e+00
9.9212969e-01  -1.2521455e-01   1.0000000e+00
9.8770976e-01  -1.5629918e-01   1.0000000e+00
9.5112109e-01  -3.0881606e-01   1.0000000e+00
8.9114559e-01  -4.5372373e-01   1.0000000e+00
8.0925475e-01  -5.8746384e-01   1.0000000e+00
7.0745252e-01  -7.0676581e-01   1.0000000e+00
4.7870166e-01  -8.7764805e-01   1.0000000e+00
2.1117902e-01  -9.7719282e-01   1.0000000e+00
-7.3354807e-02  -9.9764273e-01   1.0000000e+00
-3.5211561e-01  -9.3684531e-01   1.0000000e+00
-5.8138108e-01  -8.1449155e-01   1.0000000e+00
-7.7145640e-01  -6.3744716e-01   1.0000000e+00
-9.0967304e-01  -4.1769315e-01   1.0000000e+00
-9.8669450e-01  -1.6968975e-01   1.0000000e+00
-9.9476458e-01   1.1090018e-01   1.0000000e+00
-9.2493263e-01   3.8267709e-01   1.0000000e+00
-7.8291411e-01   6.2448477e-01   1.0000000e+00
-5.7931440e-01   8.1741211e-01   1.0000000e+00
-3.4674462e-01   9.3981223e-01   1.0000000e+00
-9.0501580e-02   9.9768423e-01   1.0000000e+00
1.7183128e-01   9.8720672e-01   1.0000000e+00
4.2249644e-01   9.0886222e-01   1.0000000e+00
6.3669841e-01   7.7391230e-01   1.0000000e+00
8.1028593e-01   5.8977908e-01   1.0000000e+00
9.3230036e-01   3.6823493e-01   1.0000000e+00
9.9494694e-01   1.2311112e-01   1.0000000e+00
9.8945442e-01  -1.5975359e-01   1.0000000e+00
9.0547380e-01  -4.2981837e-01   1.0000000e+00
7.4992174e-01  -6.6580852e-01   1.0000000e+00
5.3459688e-01  -8.4898708e-01   1.0000000e+00
2.9318390e-01  -9.5932504e-01   1.0000000e+00
3.1432576e-02  -1.0026766e+00   1.0000000e+00
-2.3239787e-01  -9.7617853e-01   1.0000000e+00
-4.8012741e-01  -8.8140865e-01   1.0000000e+00
-6.8109701e-01  -7.3711700e-01   1.0000000e+00
-8.4069550e-01  -5.4821283e-01   1.0000000e+00
-9.4932120e-01  -3.2618444e-01   1.0000000e+00
-1.0003692e+00  -8.4256624e-02   1.0000000e+00
-9.8348264e-01   2.0009753e-01   1.0000000e+00
-8.8773582e-01   4.6828004e-01   1.0000000e+00
-7.2106742e-01   6.9895386e-01   1.0000000e+00
-4.9628239e-01   8.7356697e-01   1.0000000e+00
-2.4791566e-01   9.7345848e-01   1.0000000e+00
1.7873531e-02   1.0044164e+00   1.0000000e+00
2.8228939e-01   9.6442265e-01   1.0000000e+00
5.2683724e-01   8.5600646e-01   1.0000000e+00
7.1861242e-01   7.0266936e-01   1.0000000e+00
8.6752157e-01   5.0756658e-01   1.0000000e+00
9.6476715e-01   2.8234500e-01   1.0000000e+00
1.0045347e+00   4.0192241e-02   1.0000000e+00
9.7469321e-01  -2.4513175e-01   1.0000000e+00
8.6581577e-01  -5.1045235e-01   1.0000000e+00
6.8699752e-01  -7.3444441e-01   1.0000000e+00
4.5216173e-01  -8.9884439e-01   1.0000000e+00
1.9655610e-01  -9.8660068e-01   1.0000000e+00
-7.3057667e-02  -1.0033779e+00   1.0000000e+00
-3.3731822e-01  -9.4815491e-01   1.0000000e+00
-5.7742526e-01  -8.2456724e-01   1.0000000e+00
-7.6209727e-01  -6.5754361e-01   1.0000000e+00
-9.0017321e-01  -4.5046306e-01   1.0000000e+00
-9.8330426e-01  -2.1599614e-01   1.0000000e+00
-1.0063658e+00   3.1780119e-02   1.0000000e+00
-9.5527031e-01   3.1718196e-01   1.0000000e+00
-8.2530811e-01   5.7627287e-01   1.0000000e+00
-6.2748104e-01   7.8789057e-01   1.0000000e+00
-3.7752259e-01   9.3438434e-01   1.0000000e+00
-1.1151325e-01   1.0013802e+00   1.0000000e+00
1.6260115e-01   9.9440872e-01   1.0000000e+00
4.2462873e-01   9.1419149e-01   1.0000000e+00
6.5538793e-01   7.6625834e-01   1.0000000e+00
8.2599435e-01   5.7811109e-01   1.0000000e+00
9.4425441e-01   3.5346923e-01   1.0000000e+00
1.0027817e+00   1.0657700e-01   1.0000000e+00
9.9777505e-01  -1.4718935e-01   1.0000000e+00
9.1659295e-01  -4.2015900e-01   1.0000000e+00
7.6265335e-01  -6.5963803e-01   1.0000000e+00
5.4838989e-01  -8.4682132e-01   1.0000000e+00
2.9029721e-01  -9.6668012e-01   1.0000000e+00
1.5002104e-02  -1.0089935e+00   1.0000000e+00
-2.6130067e-01  -9.7473344e-01   1.0000000e+00
-5.1772596e-01  -8.6672746e-01   1.0000000e+00
-7.3493077e-01  -6.9271672e-01   1.0000000e+00
-8.8689020e-01  -4.8286966e-01   1.0000000e+00
-9.8057596e-01  -2.4143427e-01   1.0000000e+00
-1.0099589e+00   1.5723006e-02   1.0000000e+00
-9.7295538e-01   2.7197791e-01   1.0000000e+00
-8.6528386e-01   5.2109346e-01   1.0000000e+00
-6.9543268e-01   7.3261044e-01   1.0000000e+00
-4.7573923e-01   8.9145949e-01   1.0000000e+00
-2.2161978e-01   9.8613770e-01   1.0000000e+00
5.8909026e-02   1.0087746e+00   1.0000000e+00
3.3475674e-01   9.5347997e-01   1.0000000e+00
5.8472122e-01   8.2476557e-01   1.0000000e+00
7.8955903e-01   6.3208078e-01   1.0000000e+00
9.2566757e-01   4.0718188e-01   1.0000000e+00
9.9936400e-01   1.5496617e-01   1.0000000e+00
1.0058213e+00  -1.0756486e-01   1.0000000e+00
9.4440193e-01  -3.6297660e-01   1.0000000e+00
8.1927368e-01  -5.9344067e-01   1.0000000e+00
6.3932856e-01  -7.8404406e-01   1.0000000e+00
4.1669872e-01  -9.2212771e-01   1.0000000e+00
1.6598495e-01  -9.9839666e-01   1.0000000e+00
-1.1792091e-01  -1.0049488e+00   1.0000000e+00
-3.9244889e-01  -9.3268412e-01   1.0000000e+00
-6.3619906e-01  -7.8752076e-01   1.0000000e+00
-8.3007521e-01  -5.8031880e-01   1.0000000e+00
-9.5238943e-01  -3.4416768e-01   1.0000000e+00
-1.0091821e+00  -8.4474655e-02   1.0000000e+00
-9.9670131e-01   1.8090548e-01   1.0000000e+00
-9.1556200e-01   4.3397130e-01   1.0000000e+00
-7.7799486e-01   6.4892283e-01   1.0000000e+00
-5.9126531e-01   8.2271545e-01   1.0000000e+00
-3.6724220e-01   9.4443891e-01   1.0000000e+00
-1.1983538e-01   1.0063617e+00   1.0000000e+00
1.6626826e-01   9.9946495e-01   1.0000000e+00
4.3903726e-01   9.1318601e-01   1.0000000e+00
6.7695889e-01   7.5463600e-01   1.0000000e+00
8.6111457e-01   5.3585914e-01   1.0000000e+00
9.7142080e-01   2.9100568e-01   1.0000000e+00
1.0137846e+00   2.5933970e-02   1.0000000e+00
