   1.0000000e+00   0.0000000e+00
   1.0000000e+00   0.0000000e+00
   1.0000000e+00   5.0237729e-05
   9.9999999e-01   1.0047546e-04
   9.9999999e-01   1.5071319e-04
   9.9999998e-01   2.0095091e-04
   9.9999990e-01   4.5213954e-04
   9.9999975e-01   7.0332814e-04
   9.9999954e-01   9.5451670e-04
   9.9999927e-01   1.2057052e-03
   9.9999697e-01   2.4616462e-03
   9.9999309e-01   3.7175834e-03
   9.9998763e-01   4.9735146e-03
   9.9998060e-01   6.2294381e-03
   9.9992176e-01   1.2508868e-02
   9.9982349e-01   1.8787805e-02
   9.9968580e-01   2.5066001e-02
   9.9950868e-01   3.1343208e-02
   9.9803206e-01   6.2705769e-02
   9.9557158e-01   9.4006508e-02
   9.9212969e-01   1.2521456e-01
   9.8770976e-01   1.5629918e-01
   9.5530774e-01   2.9561312e-01
   9.0338144e-01   4.2883794e-01
   8.3306922e-01   5.5316876e-01
   7.4573942e-01   6.6623773e-01
   6.8971683e-01   7.2407920e-01
   6.2922407e-01   7.7722395e-01
   5.6464175e-01   8.2533611e-01
   4.9638902e-01   8.6810019e-01
   4.9638902e-01   8.6810019e-01
   4.9634540e-01   8.6812513e-01
   4.9630179e-01   8.6815006e-01
   4.9625818e-01   8.6817500e-01
   4.9621456e-01   8.6819993e-01
   4.9599646e-01   8.6832454e-01
   4.9577833e-01   8.6844910e-01
   4.9556017e-01   8.6857361e-01
   4.9534198e-01   8.6869806e-01
   4.9425056e-01   8.6931950e-01
   4.9315835e-01   8.6993956e-01
   4.9206537e-01   8.7055825e-01
   4.9097161e-01   8.7117557e-01
   4.8549123e-01   8.7424154e-01
   4.7999170e-01   8.7727303e-01
   4.7447325e-01   8.8026992e-01
   4.6893608e-01   8.8323210e-01
   4.4097726e-01   8.9751828e-01
   4.1258373e-01   9.1091968e-01
   3.8378349e-01   9.2342310e-01
   3.5460493e-01   9.3501623e-01
   2.1758247e-01   9.7604194e-01
   7.6154323e-02   9.9709604e-01
  -6.6679499e-02   9.9777445e-01
  -2.0818424e-01   9.7808963e-01
  -2.8620543e-01   9.5816828e-01
  -3.6236835e-01   9.3203497e-01
  -4.3619248e-01   8.9985339e-01
  -5.0719589e-01   8.6183080e-01
  -5.0719589e-01   8.6183080e-01
  -5.0723919e-01   8.6180532e-01
  -5.0728248e-01   8.6177984e-01
  -5.0732577e-01   8.6175435e-01
  -5.0736907e-01   8.6172886e-01
  -5.0758551e-01   8.6160139e-01
  -5.0780191e-01   8.6147386e-01
  -5.0801829e-01   8.6134628e-01
  -5.0823464e-01   8.6121865e-01
  -5.0931588e-01   8.6057965e-01
  -5.1039631e-01   8.5993930e-01
  -5.1147595e-01   8.5929760e-01
  -5.1255477e-01   8.5865453e-01
  -5.1793674e-01   8.5541893e-01
  -5.2329828e-01   8.5214958e-01
  -5.2863918e-01   8.4884664e-01
  -5.3395924e-01   8.4551022e-01
  -5.6023952e-01   8.2833066e-01
  -5.8596752e-01   8.1033454e-01
  -6.1111786e-01   7.9153961e-01
  -6.3566578e-01   7.7196439e-01
  -7.3929665e-01   6.7337988e-01
  -8.2777710e-01   5.6105711e-01
  -8.9926716e-01   4.3739979e-01
  -9.5242017e-01   3.0478817e-01
  -9.7385530e-01   2.2716922e-01
  -9.8897540e-01   1.4807989e-01
  -9.9768406e-01   6.8018564e-02
  -9.9992195e-01  -1.2493508e-02
  -9.9992195e-01  -1.2493508e-02
  -9.9992132e-01  -1.2543742e-02
  -9.9992069e-01  -1.2593975e-02
  -9.9992006e-01  -1.2644209e-02
  -9.9991942e-01  -1.2694443e-02
  -9.9991620e-01  -1.2945611e-02
  -9.9991292e-01  -1.3196778e-02
  -9.9990957e-01  -1.3447944e-02
  -9.9990616e-01  -1.3699110e-02
  -9.9988817e-01  -1.4954924e-02
  -9.9986860e-01  -1.6210715e-02
  -9.9984745e-01  -1.7466480e-02
  -9.9982472e-01  -1.8722217e-02
  -9.9968744e-01  -2.5000422e-02
  -9.9951073e-01  -3.1277641e-02
