   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   5.0237729e-05   0.0000000e+00
   1.0047546e-04   0.0000000e+00
   1.5071319e-04   0.0000000e+00
   2.0095091e-04   0.0000000e+00
   4.5213956e-04   0.0000000e+00
   7.0332820e-04   0.0000000e+00
   9.5451684e-04   0.0000000e+00
   1.2057055e-03   0.0000000e+00
   2.4616487e-03   0.0000000e+00
   3.7175919e-03  -2.2204460e-16
   4.9735351e-03  -1.2212453e-15
   6.2294784e-03  -4.8294702e-15
   1.2509194e-02  -5.6016303e-13
   1.8788911e-02  -9.4579899e-13
   2.5068627e-02  -4.6723736e-13
   3.1348343e-02   9.2148511e-14
   6.2746923e-02  -9.5878856e-09
   9.4145503e-02  -1.5848666e-08
   1.2554408e-01  -7.2731538e-09
   1.5694266e-01   2.5201610e-09
   3.0001532e-01  -3.0321901e-04
   4.4308798e-01  -4.1710522e-04
   5.8616064e-01   8.4821395e-05
   7.2923330e-01   5.9156916e-04
   8.0974034e-01   5.3105747e-04
   8.9024738e-01   4.8865128e-04
   9.7075442e-01   5.7210740e-04
   1.0512615e+00   6.7996203e-04
   1.0512615e+00   6.7996203e-04
   1.0513117e+00   6.7996203e-04
   1.0513619e+00   6.7996203e-04
   1.0514121e+00   6.7996203e-04
   1.0514623e+00   6.7996203e-04
   1.0517133e+00   6.7996203e-04
   1.0519643e+00   6.7996203e-04
   1.0522153e+00   6.7996203e-04
   1.0524663e+00   6.7996203e-04
   1.0537214e+00   6.7996203e-04
   1.0549765e+00   6.7996203e-04
   1.0562316e+00   6.7996203e-04
   1.0574867e+00   6.7996203e-04
   1.0637622e+00   6.7996203e-04
   1.0700376e+00   6.7996203e-04
   1.0763131e+00   6.7996203e-04
   1.0825885e+00   6.7996203e-04
   1.1139658e+00   6.7995243e-04
   1.1453430e+00   6.7994616e-04
   1.1767203e+00   6.7995475e-04
   1.2080975e+00   6.7996455e-04
   1.3510730e+00   3.7633067e-04
   1.4940485e+00   2.6228958e-04
   1.6370239e+00   7.6489877e-04
   1.7799994e+00   1.2723357e-03
   1.8604518e+00   1.2117417e-03
   1.9409041e+00   1.1692778e-03
   2.0213565e+00   1.2528474e-03
   2.1018088e+00   1.3608488e-03
   2.1018088e+00   1.3608488e-03
   2.1018590e+00   1.3608488e-03
   2.1019092e+00   1.3608488e-03
   2.1019593e+00   1.3608488e-03
   2.1020095e+00   1.3608488e-03
   2.1022604e+00   1.3608488e-03
   2.1025112e+00   1.3608488e-03
   2.1027620e+00   1.3608488e-03
   2.1030129e+00   1.3608488e-03
   2.1042671e+00   1.3608488e-03
   2.1055214e+00   1.3608488e-03
